Loan_Status,Current_Loan_Amount,Term,Credit_Score,Annual_Income,Years_in_current_job,Home_Ownership,Purpose,Monthly_Debt,Years_of_Credit_History,Months_since_last_delinquent,Number_of_Open_Accounts,Number_of_Credit_Problems,Current_Credit_Balance,Maximum_Open_Credit,Bankruptcies,Tax_Liens
Fully_Paid,132000,Short_Term,745,2565000,1_year,Home_Mortgage,Other,12226.5,20.5,42,8,0,286045,1554982,0,0
Fully_Paid,99999999,Short_Term,738,722722,2_years,Home_Mortgage,Home_Improvements,8250.94,21.6,47,6,0,320986,403106,0,0
Fully_Paid,171908,Short_Term,715,1057768,7_years,Home_Mortgage,Debt_Consolidation,15866.52,13.7,11,13,0,104500,144056,0,0
Fully_Paid,219010,Short_Term,705,1418597,1_year,Home_Mortgage,Debt_Consolidation,23761.4,17.8,27,16,0,218766,273856,0,0
Fully_Paid,287650,Short_Term,747,2465212,10+_years,Home_Mortgage,Debt_Consolidation,25679.26,15.3,27,16,0,165566,541574,0,0
Fully_Paid,118624,Short_Term,718,726484,6_years,Home_Mortgage,Other,15982.42,16.3,72,12,0,137047,301092,0,0
Fully_Paid,150854,Short_Term,750,848635,10+_years,Home_Mortgage,Buy_a_Car,9137.1,28,40,12,0,255113,1605406,0,0
Fully_Paid,302852,Long_Term,670,1162458,2_years,Home_Mortgage,Debt_Consolidation,18599.29,18.6,55,10,0,259426,410344,0,0
Fully_Paid,245696,Long_Term,673,1231428,2_years,Home_Mortgage,Debt_Consolidation,21344.6,21.5,22,15,1,96539,294184,1,0
Fully_Paid,218570,Short_Term,724,1283602,9_years,Home_Mortgage,Debt_Consolidation,10910.56,7.3,37,7,0,137655,319396,0,0
Not_Paid,336402,Short_Term,735,1142755,3_years,Rent,Debt_Consolidation,7961,9.4,17,11,0,125438,282546,0,0
Fully_Paid,254144,Short_Term,738,1892210,9_years,Home_Mortgage,Debt_Consolidation,24756.43,18.4,34,12,0,557669,895598,0,0
Fully_Paid,99999999,Short_Term,709,1936100,2_years,Rent,Debt_Consolidation,19038.19,29.8,67,16,0,318782,780362,0,0
Fully_Paid,216744,Short_Term,717,730037,10+_years,Rent,Debt_Consolidation,13505.58,22.4,10,8,0,77387,145222,0,0
Fully_Paid,54032,Short_Term,718,973997,<_1_year,Rent,Home_Improvements,5243.43,13,20,6,0,26999,183920,0,0
Fully_Paid,759770,Short_Term,741,5624190,9_years,Home_Mortgage,Debt_Consolidation,63272.09,21.5,37,10,0,439584,544962,0,0
Fully_Paid,176946,Short_Term,724,573078,8_years,Home_Mortgage,Debt_Consolidation,13944.86,15.9,2,6,0,20976,55330,0,0
Fully_Paid,374176,Long_Term,660,1250314,10+_years,Rent,Debt_Consolidation,26777.46,14.3,20,4,0,89604,109098,0,0
Not_Paid,661188,Long_Term,615,2569617,6_years,Rent,Debt_Consolidation,23983.13,15,15,12,0,791673,956846,0,0
Fully_Paid,99999999,Short_Term,735,659281,3_years,Rent,Debt_Consolidation,19558.6,18.6,62,14,2,114969,307428,2,0
Fully_Paid,605308,Short_Term,746,2083521,<_1_year,Rent,Debt_Consolidation,39586.88,17.7,66,8,0,148181,261140,0,0
Fully_Paid,186604,Short_Term,718,464626,5_years,Own_Home,Debt_Consolidation,12041.44,16.6,22,8,0,134197,219780,0,0
Fully_Paid,99999999,Short_Term,734,1684578,9_years,Rent,Debt_Consolidation,36920.23,31.1,31,12,0,505039,1461944,0,0
Fully_Paid,258456,Long_Term,690,985853,7_years,Home_Mortgage,Debt_Consolidation,18156.02,11.8,12,17,0,538023,1033120,0,0
Fully_Paid,99999999,Short_Term,745,1131450,10+_years,Rent,Debt_Consolidation,10843.11,35.9,61,11,0,161500,736208,0,0
Fully_Paid,268730,Short_Term,739,1508524,8_years,Home_Mortgage,Debt_Consolidation,18228.03,18.6,8,11,0,196441,421212,0,0
Fully_Paid,455356,Short_Term,734,1385746,7_years,Rent,Debt_Consolidation,15012.47,17.3,49,6,0,208867,290686,0,0
Fully_Paid,423148,Short_Term,705,1199679,1_year,Home_Mortgage,Other,27792.63,27.2,8,15,1,225435,443168,1,0
Fully_Paid,436348,Short_Term,704,1601605,10+_years,Home_Mortgage,Debt_Consolidation,29896.5,24.3,25,9,0,853024,1038620,0,0
Fully_Paid,172238,Short_Term,724,773490,1_year,Rent,Debt_Consolidation,5446.54,18.1,69,12,1,148504,307604,1,0
Fully_Paid,220462,Short_Term,721,1142394,5_years,Rent,Debt_Consolidation,8644.05,13.5,53,7,0,241471,333652,0,0
Fully_Paid,134442,Short_Term,725,949981,2_years,Rent,Debt_Consolidation,4314.52,19,30,8,0,207214,255508,0,0
Not_Paid,110264,Short_Term,685,333260,<_1_year,Home_Mortgage,Debt_Consolidation,10442.21,10,38,7,0,219792,526878,0,0
Fully_Paid,224246,Long_Term,728,1646179,<_1_year,Home_Mortgage,Debt_Consolidation,30454.15,21.4,54,16,0,511556,995500,0,0
Fully_Paid,216238,Short_Term,661,1344611,7_years,Rent,Debt_Consolidation,26219.81,13.7,46,25,0,172482,270248,0,0
Fully_Paid,497486,Long_Term,718,1021592,10+_years,Rent,Debt_Consolidation,16685.8,15.7,39,10,0,476710,1207822,0,0
Fully_Paid,439120,Long_Term,721,1801390,8_years,Home_Mortgage,Debt_Consolidation,17113.3,16.8,13,9,0,560861,743028,0,0
Fully_Paid,450098,Long_Term,723,929955,9_years,Home_Mortgage,Debt_Consolidation,14491.87,10.8,64,9,0,124925,562870,0,0
Fully_Paid,565598,Long_Term,724,1957760,10+_years,Home_Mortgage,Debt_Consolidation,43723.37,15.8,7,10,0,127205,242242,0,0
Fully_Paid,99999999,Short_Term,728,1511488,10+_years,Home_Mortgage,Debt_Consolidation,35771.87,18.5,14,14,0,830357,1184062,0,0
Fully_Paid,301554,Long_Term,690,999457,3_years,Rent,Debt_Consolidation,26985.51,8.9,37,15,0,226062,278168,0,0
Fully_Paid,151206,Short_Term,723,1399065,10+_years,Home_Mortgage,Home_Improvements,7018.6,18.7,29,9,1,195548,347820,1,0
Fully_Paid,99999999,Short_Term,741,1365264,10+_years,Home_Mortgage,Debt_Consolidation,17748.47,19.8,41,15,0,169575,465300,0,0
Fully_Paid,219208,Short_Term,732,1703844,7_years,Rent,Debt_Consolidation,1945.22,10.4,54,7,0,95646,820314,0,0
Fully_Paid,591382,Long_Term,716,1161888,6_years,Home_Mortgage,Debt_Consolidation,24787.02,13.8,17,11,0,524001,1004520,0,0
Fully_Paid,602316,Short_Term,735,5573460,10+_years,Home_Mortgage,Debt_Consolidation,45562.95,28.9,17,11,0,554819,1107634,0,0
Fully_Paid,519816,Long_Term,725,1384207,10+_years,Home_Mortgage,Debt_Consolidation,25607.82,15.6,7,10,0,367213,457204,0,0
Not_Paid,269500,Long_Term,649,1140000,1_year,Home_Mortgage,Debt_Consolidation,16340,9.4,9,8,2,42313,149820,1,0
Fully_Paid,358402,Short_Term,741,957030,10+_years,Own_Home,Debt_Consolidation,7720.08,22.4,15,10,0,291764,439318,0,0
Fully_Paid,99999999,Short_Term,714,849623,10+_years,Rent,Debt_Consolidation,19611.99,13.1,6,13,0,465671,653576,0,0
Fully_Paid,172062,Short_Term,739,390070,2_years,Rent,Debt_Consolidation,5720.9,19.6,12,4,0,179835,365332,0,0
Fully_Paid,439824,Long_Term,712,1321222,2_years,Rent,Debt_Consolidation,24222.34,16.4,29,14,0,442434,539836,0,0
Not_Paid,672210,Short_Term,704,1548120,10+_years,Home_Mortgage,Debt_Consolidation,26834.08,16.2,15,14,0,430065,766128,0,0
Not_Paid,433026,Short_Term,717,1342502,6_years,Rent,Debt_Consolidation,12642.03,14.4,12,20,0,124393,244112,0,0
Fully_Paid,177892,Short_Term,738,480092,1_year,Own_Home,Debt_Consolidation,12281.98,15.7,16,29,0,179949,368786,0,0
Fully_Paid,99999999,Short_Term,730,1446128,1_year,Home_Mortgage,Other,12171.59,34.3,57,11,0,115539,455048,0,0
Fully_Paid,217734,Short_Term,713,940215,7_years,Rent,Debt_Consolidation,14573.38,12.5,31,13,0,100149,287760,0,0
Fully_Paid,99999999,Long_Term,691,2678354,2_years,Home_Mortgage,Business_Loan,45085.67,23.3,6,13,0,1601586,2536886,0,0
Fully_Paid,649176,Short_Term,735,7245612,10+_years,Home_Mortgage,Debt_Consolidation,67625.75,18,50,13,0,530119,865744,0,0
Fully_Paid,99999999,Short_Term,741,2365747,9_years,Rent,Debt_Consolidation,37063.11,20.3,35,8,0,407417,853072,0,0
Fully_Paid,129910,Short_Term,721,654436,4_years,Rent,Other,3403.09,11.7,13,5,0,87533,114774,0,0
Fully_Paid,725428,Long_Term,697,2088328,6_years,Home_Mortgage,Debt_Consolidation,21405.4,22.5,13,8,0,326496,439604,0,0
Not_Paid,258874,Long_Term,6690,1010914,<_1_year,Home_Mortgage,Debt_Consolidation,8676.92,15.2,11,6,0,154565,202708,0,0
Fully_Paid,268180,Short_Term,739,1158012,10+_years,Home_Mortgage,Debt_Consolidation,17080.62,24.6,38,14,0,842099,1669624,0,0
Fully_Paid,99999999,Long_Term,713,876508,10+_years,Rent,Debt_Consolidation,18479.78,28.2,8,17,0,386612,696212,0,0
Fully_Paid,99999999,Short_Term,727,918061,6_years,Home_Mortgage,Debt_Consolidation,12929.31,21.5,8,6,0,102866,180202,0,0
Fully_Paid,303292,Short_Term,739,1122558,10+_years,Home_Mortgage,Home_Improvements,9298.6,15.9,44,7,0,68191,201432,0,0
Not_Paid,44770,Short_Term,746,1022200,7_years,Home_Mortgage,Other,23084.81,22.4,78,12,1,256652,454410,1,0
Fully_Paid,45012,Short_Term,716,585618,5_years,Rent,Other,7515.45,14.6,23,11,0,73074,105776,0,0
Fully_Paid,503030,Long_Term,662,1750812,10+_years,Home_Mortgage,Debt_Consolidation,24073.76,23.6,81,11,0,328073,426822,0,0
Fully_Paid,532180,Short_Term,737,1886187,6_years,Home_Mortgage,Debt_Consolidation,35994.74,16.9,32,12,0,354635,487696,0,0
Not_Paid,294514,Long_Term,7360,1641011,<_1_year,Home_Mortgage,Business_Loan,13360.42,16.2,7,6,0,450110,915970,0,0
Not_Paid,56606,Short_Term,723,507775,6_years,Home_Mortgage,Debt_Consolidation,4062.2,20.7,16,8,0,113582,143748,0,0
Fully_Paid,74888,Short_Term,713,918517,10+_years,Rent,Debt_Consolidation,7501.39,19.8,78,3,4,2375,81070,4,0
Fully_Paid,173844,Short_Term,733,1501456,10+_years,Home_Mortgage,Debt_Consolidation,9784.43,17,85,17,1,126521,437294,1,0
Fully_Paid,472010,Short_Term,743,2040600,2_years,Rent,Other,34179.86,9.4,49,5,0,65493,317306,0,0
Fully_Paid,99999999,Long_Term,737,1848320,1_year,Rent,Debt_Consolidation,15710.72,15,6,11,1,472397,928642,1,0
Fully_Paid,128502,Short_Term,716,664012,<_1_year,Own_Home,Debt_Consolidation,3663.01,9.4,13,12,0,90782,305558,0,0
Not_Paid,143440,Short_Term,704,965086,1_year,Rent,Debt_Consolidation,6659.12,16.5,24,22,0,141512,350130,0,0
Not_Paid,216964,Short_Term,715,1525757,5_years,Home_Mortgage,Debt_Consolidation,15003.16,14.9,11,13,0,262314,518342,0,0
Fully_Paid,105424,Short_Term,721,1400642,7_years,Home_Mortgage,Debt_Consolidation,11788.74,16.9,12,10,0,44384,101596,0,0
Fully_Paid,355388,Long_Term,697,959120,10+_years,Rent,Debt_Consolidation,15985.27,17,15,11,0,70566,213356,0,0
Fully_Paid,86878,Short_Term,746,2006970,10+_years,Home_Mortgage,Debt_Consolidation,20905.89,25.4,25,7,0,26543,86812,0,0
Fully_Paid,539176,Long_Term,717,1862570,5_years,Home_Mortgage,Home_Improvements,28869.93,15,64,12,0,288990,1149940,0,0
Fully_Paid,99999999,Short_Term,727,1852823,6_years,Home_Mortgage,Debt_Consolidation,28162.94,26.6,13,10,0,1039053,1771880,0,0
Fully_Paid,99999999,Short_Term,716,1773688,4_years,Rent,Debt_Consolidation,20545.46,13.8,5,18,0,756637,1836692,0,0
Not_Paid,571098,Long_Term,683,1124040,10+_years,Rent,Debt_Consolidation,23885.85,23.2,48,10,0,100548,188386,0,0
Fully_Paid,377058,Short_Term,740,2489095,5_years,Rent,Medical_Bills,10972.88,16.6,30,7,0,77197,177716,0,0
Fully_Paid,189728,Short_Term,702,804935,8_years,Rent,Debt_Consolidation,12208.26,8.9,57,3,0,101384,144232,0,0
Fully_Paid,236302,Short_Term,735,960355,2_years,Own_Home,Debt_Consolidation,3729.51,30.2,58,10,1,134102,375980,1,0
Fully_Paid,390654,Short_Term,748,1555720,3_years,Home_Mortgage,Debt_Consolidation,17631.43,26.4,14,7,0,543609,751146,0,0
Not_Paid,246730,Short_Term,7220,484823,4_years,Rent,Debt_Consolidation,9615.71,14.7,49,7,1,63308,126412,0,0
Not_Paid,158136,Short_Term,694,379392,<_1_year,Home_Mortgage,Debt_Consolidation,6860.71,20.8,7,10,0,226803,1021834,0,0
Fully_Paid,128216,Short_Term,720,1306022,10+_years,Home_Mortgage,Home_Improvements,12189.45,12.1,39,5,0,156123,186362,0,0
Fully_Paid,316382,Long_Term,677,813884,6_years,Rent,Debt_Consolidation,12886.37,13.8,6,23,0,130454,883322,0,0
Fully_Paid,159896,Short_Term,712,652137,<_1_year,Rent,Debt_Consolidation,9075.73,20.4,17,11,1,85101,226534,0,0
Fully_Paid,215754,Short_Term,721,1956506,10+_years,Own_Home,Home_Improvements,11184.73,32.6,35,12,0,335616,448756,0,0
Not_Paid,268004,Short_Term,719,819774,2_years,Rent,Other,15370.81,31,52,13,1,118636,221584,1,0
Fully_Paid,57750,Short_Term,747,884602,10+_years,Home_Mortgage,Other,4518.77,25.1,40,6,1,83391,193908,1,0
Fully_Paid,336182,Short_Term,746,2436864,10+_years,Home_Mortgage,Debt_Consolidation,26602.28,23,73,7,0,474867,610258,0,0
Fully_Paid,773454,Short_Term,702,1915390,6_years,Rent,Buy_House,19952.09,13.5,62,10,0,378271,767074,0,0
Not_Paid,774620,Short_Term,6840,2293680,10+_years,Own_Home,Debt_Consolidation,49122.98,12.3,44,11,0,562913,672628,0,0
Fully_Paid,267190,Short_Term,739,692284,10+_years,Rent,Debt_Consolidation,17306.91,13.6,26,10,0,372077,739002,0,0
Not_Paid,240306,Long_Term,7130,1345162,3_years,Home_Mortgage,Debt_Consolidation,8261.58,14,32,18,1,277875,400664,0,0
Fully_Paid,99999999,Long_Term,696,1881950,4_years,Rent,Debt_Consolidation,25876.86,18.1,31,11,0,259483,331276,0,0
Not_Paid,113278,Short_Term,735,752476,1_year,Rent,Debt_Consolidation,4909.98,9,20,13,0,170145,879538,0,0
Fully_Paid,334994,Short_Term,745,964345,2_years,Rent,Debt_Consolidation,4741.26,25.5,58,8,0,128440,1062204,0,0
Fully_Paid,665808,Short_Term,724,2012556,10+_years,Home_Mortgage,Debt_Consolidation,31027,25.9,25,16,0,525426,1071114,0,0
Fully_Paid,217426,Short_Term,742,976448,2_years,Rent,Debt_Consolidation,12124.28,24,21,10,1,155059,364958,0,1
Fully_Paid,99999999,Long_Term,635,938125,6_years,Home_Mortgage,Home_Improvements,11335.78,21.4,4,7,0,22648,52140,0,0
Fully_Paid,228954,Short_Term,693,550202,2_years,Own_Home,Debt_Consolidation,476.9,16.5,59,6,2,2869,663630,2,0
Fully_Paid,134354,Short_Term,721,580146,10+_years,Home_Mortgage,Debt_Consolidation,9089.03,17.5,21,16,0,67697,603020,0,0
Not_Paid,234036,Long_Term,710,483227,7_years,Rent,Debt_Consolidation,11114.24,15.2,74,9,0,187359,256146,0,0
Fully_Paid,99999999,Short_Term,732,380057,<_1_year,Home_Mortgage,Debt_Consolidation,1621.65,15.3,21,2,0,58425,133144,0,0
Fully_Paid,99999999,Short_Term,746,1435203,10+_years,Home_Mortgage,Other,370.69,14,47,8,0,5339,212850,0,0
Not_Paid,572352,Short_Term,727,1454374,10+_years,Rent,Debt_Consolidation,31147.84,18.1,35,14,0,388341,921448,0,0
Fully_Paid,753676,Short_Term,680,3440482,7_years,Home_Mortgage,Debt_Consolidation,36985.21,20.8,35,10,0,359043,878922,0,0
Fully_Paid,167838,Short_Term,724,889029,3_years,Home_Mortgage,Other,8312.5,16.7,78,9,0,25118,182974,0,0
Fully_Paid,376310,Long_Term,717,994118,10+_years,Home_Mortgage,Debt_Consolidation,11681.01,21.4,51,8,0,67469,148236,0,0
Fully_Paid,99999999,Short_Term,740,2332497,10+_years,Home_Mortgage,Debt_Consolidation,26240.52,17,25,12,1,250306,472032,1,0
Fully_Paid,99999999,Short_Term,741,1011522,1_year,Rent,Debt_Consolidation,32958.54,16.6,23,11,0,284582,619410,0,0
Fully_Paid,128436,Short_Term,698,1003124,9_years,Rent,Debt_Consolidation,18975.68,14.9,12,7,0,88008,183282,0,0
Fully_Paid,263780,Long_Term,720,2335138,10+_years,Home_Mortgage,Debt_Consolidation,39307.96,20.5,9,22,0,739062,1460338,0,0
Fully_Paid,715154,Long_Term,676,3933779,7_years,Home_Mortgage,Debt_Consolidation,43271.74,22.9,49,15,0,919353,1499322,0,0
Fully_Paid,449856,Long_Term,718,2233944,3_years,Home_Mortgage,Debt_Consolidation,11746.94,22,38,9,0,530575,793716,0,0
Fully_Paid,223564,Short_Term,719,1737702,10+_years,Home_Mortgage,Other,13481.64,25.1,19,5,0,13471,22352,0,0
Fully_Paid,269720,Short_Term,746,745408,3_years,Rent,Debt_Consolidation,14162.79,10.7,32,27,0,197847,578512,0,0
Fully_Paid,572528,Long_Term,609,3174501,10+_years,Home_Mortgage,Debt_Consolidation,49204.68,32.7,8,15,0,204003,265100,0,0
Fully_Paid,133870,Short_Term,729,963490,10+_years,Rent,Debt_Consolidation,16861.17,18.8,3,9,0,276355,557458,0,0
Fully_Paid,172128,Short_Term,740,966264,4_years,Rent,Other,11917.18,21.8,31,9,2,66918,195646,2,0
Not_Paid,626934,Long_Term,662,1424867,10+_years,Home_Mortgage,Debt_Consolidation,26834.84,16,33,12,0,259540,508486,0,0
Fully_Paid,490072,Long_Term,719,853119,10+_years,Rent,Buy_House,15569.36,17.5,23,11,0,55404,1210242,0,0
Fully_Paid,325512,Long_Term,709,899593,10+_years,Rent,Debt_Consolidation,13044.07,14.9,64,6,0,274835,349316,0,0
Fully_Paid,99999999,Short_Term,713,1158810,<_1_year,Rent,Buy_a_Car,11395.06,10.3,38,4,0,41382,96228,0,0
Fully_Paid,505780,Long_Term,708,1095236,10+_years,Own_Home,Debt_Consolidation,27289.7,31.2,64,7,0,774364,962038,0,0
Fully_Paid,86372,Short_Term,658,1025772,10+_years,Home_Mortgage,Debt_Consolidation,22823.37,20,17,10,0,460788,550616,0,0
Fully_Paid,99999999,Short_Term,738,2090627,4_years,Home_Mortgage,Debt_Consolidation,25610.1,21.2,26,15,0,217835,319286,0,0
Fully_Paid,175648,Short_Term,743,1061872,10+_years,Home_Mortgage,Debt_Consolidation,11415.2,15.3,81,8,0,152912,364320,0,0
Fully_Paid,86526,Short_Term,704,1214385,1_year,Rent,Buy_a_Car,8389.26,14.8,18,18,0,37772,77836,0,0
Not_Paid,420706,Long_Term,706,910727,9_years,Home_Mortgage,Debt_Consolidation,16544.82,39.5,5,13,1,327845,624338,1,0
Fully_Paid,268928,Long_Term,721,1011028,10+_years,Home_Mortgage,Debt_Consolidation,20978.85,17.5,43,10,0,483341,693528,0,0
Fully_Paid,141856,Short_Term,736,957125,7_years,Rent,Debt_Consolidation,9411.84,12.9,23,10,0,95893,319044,0,0
Not_Paid,52184,Short_Term,728,1032992,<_1_year,Own_Home,Other,15838.97,16.8,42,9,0,475,543686,0,0
Fully_Paid,652740,Long_Term,704,1296579,10+_years,Home_Mortgage,Debt_Consolidation,12209.4,15.9,64,8,0,316977,543752,0,0
Fully_Paid,195668,Short_Term,721,1444380,<_1_year,Rent,Debt_Consolidation,7366.3,16.2,17,6,0,58558,98142,0,0
Fully_Paid,267410,Short_Term,740,1539608,10+_years,Rent,Debt_Consolidation,24505.44,18,12,12,1,250363,445984,1,0
Fully_Paid,99999999,Short_Term,731,1032669,5_years,Rent,Debt_Consolidation,6230.29,20.8,44,11,0,122740,323730,0,0
Not_Paid,264132,Short_Term,707,570285,2_years,Rent,Debt_Consolidation,5607.85,18.5,4,15,0,120384,546634,0,0
Fully_Paid,67034,Short_Term,692,1157898,10+_years,Home_Mortgage,Business_Loan,23621.18,17.7,53,8,0,415796,502568,0,0
Not_Paid,392942,Long_Term,716,942685,10+_years,Home_Mortgage,Debt_Consolidation,21760.32,14.2,26,12,0,186675,259776,0,0
Fully_Paid,383856,Short_Term,700,1483672,10+_years,Rent,Debt_Consolidation,23120.53,21,75,17,1,170715,319858,1,0
Fully_Paid,259424,Long_Term,724,2763360,10+_years,Home_Mortgage,Debt_Consolidation,27403.32,24.5,42,10,0,262295,335236,0,0
Not_Paid,391688,Short_Term,7330,1768273,10+_years,Home_Mortgage,Debt_Consolidation,23282.22,17.3,7,16,0,156997,612062,0,0
Fully_Paid,255926,Short_Term,695,738340,9_years,Own_Home,Other,13351.49,10.9,26,11,0,53618,85514,0,0
Not_Paid,283712,Short_Term,724,942400,4_years,Rent,Debt_Consolidation,4295.9,10.3,20,8,0,151373,403854,0,0
Fully_Paid,99999999,Short_Term,696,3013552,5_years,Home_Mortgage,Debt_Consolidation,77096.68,22.2,60,34,0,563312,1040270,0,0
Fully_Paid,317306,Short_Term,687,915078,1_year,Rent,Debt_Consolidation,11743.52,14.8,17,5,0,54416,112134,0,0
Fully_Paid,404118,Short_Term,699,1396044,7_years,Rent,Debt_Consolidation,12413.08,21.7,24,9,0,379430,680108,0,0
Fully_Paid,107844,Short_Term,713,763724,5_years,Rent,Other,11901.6,12.5,36,10,0,120270,399036,0,0
Fully_Paid,424600,Long_Term,695,1038103,10+_years,Home_Mortgage,Debt_Consolidation,6903.46,19.3,18,9,0,190950,340692,0,0
Fully_Paid,549120,Long_Term,714,1707264,4_years,Home_Mortgage,Debt_Consolidation,17214.95,27.2,42,14,0,322145,994686,0,0
Fully_Paid,218372,Short_Term,745,1527695,3_years,Rent,Other,11635.79,26.5,32,6,0,0,0,0,0
Not_Paid,326150,Short_Term,736,1314439,4_years,Rent,Debt_Consolidation,20811.84,9.5,30,14,1,128174,302258,0,0
Fully_Paid,221584,Short_Term,713,711265,10+_years,Rent,Debt_Consolidation,11261.68,13.3,68,17,0,279984,492712,0,0
Fully_Paid,763774,Long_Term,670,2073071,2_years,Rent,Debt_Consolidation,16619.11,13.1,4,11,0,35815,109120,0,0
Not_Paid,66022,Short_Term,7470,456095,8_years,Rent,Other,2109.38,12,26,6,0,81643,463386,0,0
Fully_Paid,222882,Short_Term,742,1636166,7_years,Rent,Debt_Consolidation,29178.11,17,2,19,0,261345,777898,0,0
Fully_Paid,107668,Short_Term,713,663195,8_years,Home_Mortgage,Medical_Bills,4509.65,33.3,38,13,0,254524,524370,0,0
Fully_Paid,324984,Short_Term,720,711018,10+_years,Rent,Debt_Consolidation,17242.31,17.6,48,6,0,280535,431376,0,0
Fully_Paid,465960,Long_Term,683,1022333,6_years,Rent,Debt_Consolidation,20020.49,18.4,43,23,0,153064,372350,0,0
Not_Paid,152768,Short_Term,735,1081613,7_years,Rent,Debt_Consolidation,13430.15,21.1,64,14,0,72029,511610,0,0
Fully_Paid,546986,Short_Term,692,1360476,5_years,Rent,Business_Loan,8537.08,20.7,73,4,0,223174,451000,0,0
Fully_Paid,512380,Long_Term,685,1442955,10+_years,Home_Mortgage,Debt_Consolidation,20201.37,33.4,40,8,0,153102,207108,0,0
Fully_Paid,474760,Short_Term,693,2888760,3_years,Home_Mortgage,Debt_Consolidation,47905.08,27,38,13,0,1359602,1611324,0,0
Fully_Paid,76736,Short_Term,677,1408660,10+_years,Home_Mortgage,Debt_Consolidation,25825.37,27,15,13,0,111017,181830,0,0
Fully_Paid,55484,Short_Term,708,2587838,1_year,Home_Mortgage,Home_Improvements,39421.2,21.1,46,11,0,692075,890406,0,0
Fully_Paid,205304,Short_Term,714,958455,3_years,Home_Mortgage,Debt_Consolidation,23402.3,16.8,61,9,0,117306,266354,0,0
Fully_Paid,176044,Short_Term,694,1330266,7_years,Home_Mortgage,Business_Loan,19067.07,18.9,41,21,0,505419,1643906,0,0
Fully_Paid,261602,Short_Term,742,1750926,10+_years,Home_Mortgage,Debt_Consolidation,30203.35,18.6,14,19,0,243105,446820,0,0
Fully_Paid,92246,Long_Term,687,910537,2_years,Rent,Debt_Consolidation,15418.5,18.1,63,14,0,202616,274714,0,0
Fully_Paid,258896,Short_Term,724,2068302,7_years,Rent,Debt_Consolidation,54809.87,14.8,28,11,0,1075704,1343628,0,0
Fully_Paid,174372,Short_Term,722,1268440,10+_years,Rent,Debt_Consolidation,20929.26,24.1,7,11,0,261421,329032,0,0
Fully_Paid,133100,Short_Term,745,1197361,5_years,Home_Mortgage,Debt_Consolidation,22151.15,17,42,16,0,513114,1084204,0,0
Fully_Paid,638044,Long_Term,739,1530640,5_years,Own_Home,Debt_Consolidation,26531.22,13.6,8,17,0,696502,1493470,0,0
Fully_Paid,778778,Short_Term,696,2209909,9_years,Home_Mortgage,Debt_Consolidation,16021.75,19.4,2,10,0,57931,153516,0,0
Not_Paid,136796,Short_Term,695,1023264,9_years,Rent,Debt_Consolidation,13814.14,9.6,73,6,0,19874,64636,0,0
Fully_Paid,221210,Short_Term,706,504355,2_years,Rent,Debt_Consolidation,4917.58,11.3,39,4,0,156351,316514,0,0
Fully_Paid,216392,Short_Term,697,1233442,10+_years,Rent,Debt_Consolidation,24565.86,29.7,4,10,0,557802,709742,0,0
Fully_Paid,515988,Short_Term,686,1121076,8_years,Home_Mortgage,Other,20926.79,24.8,16,11,1,81757,302478,1,0
Not_Paid,270050,Long_Term,729,971755,6_years,Rent,Home_Improvements,16600.87,15.2,45,10,0,361627,624976,0,0
Fully_Paid,130504,Short_Term,717,1972466,<_1_year,Home_Mortgage,Debt_Consolidation,14596.18,15.3,20,10,0,93442,167486,0,0
Fully_Paid,672936,Long_Term,695,2314998,4_years,Home_Mortgage,Debt_Consolidation,39567.12,31.5,65,10,0,514045,1140238,0,0
Fully_Paid,157718,Short_Term,720,778392,1_year,Home_Mortgage,Debt_Consolidation,22184.21,12.7,24,13,0,70813,243298,0,0
Not_Paid,382228,Long_Term,648,793801,9_years,Rent,Debt_Consolidation,12767.05,23.8,38,17,0,261744,501754,0,0
Fully_Paid,198616,Short_Term,693,633916,6_years,Home_Mortgage,Home_Improvements,15478.35,17.9,33,11,0,292904,375606,0,0
Fully_Paid,471394,Long_Term,724,1488992,9_years,Own_Home,Home_Improvements,14393.64,11.6,51,7,0,159942,185570,0,0
Fully_Paid,776556,Long_Term,704,2740104,10+_years,Home_Mortgage,Debt_Consolidation,20664.97,27.8,14,10,0,488680,570416,0,0
Fully_Paid,176528,Short_Term,744,1715130,10+_years,Home_Mortgage,Debt_Consolidation,21010.39,20.9,38,9,1,192071,432696,1,0
Fully_Paid,179564,Short_Term,720,775428,7_years,Rent,Debt_Consolidation,15573.16,15.5,6,10,0,97698,130196,0,0
Fully_Paid,325952,Short_Term,723,713127,10+_years,Home_Mortgage,Debt_Consolidation,8854.57,10.2,41,17,0,285741,647460,0,0
Not_Paid,402886,Short_Term,742,966530,10+_years,Home_Mortgage,Debt_Consolidation,6789.84,20,70,8,0,188252,344916,0,0
Fully_Paid,99999999,Short_Term,735,1048876,5_years,Home_Mortgage,Debt_Consolidation,16781.94,13.8,55,11,0,96995,256410,0,0
Fully_Paid,99999999,Short_Term,743,1622277,7_years,Home_Mortgage,Debt_Consolidation,17033.88,21.5,21,8,0,512848,822470,0,0
Fully_Paid,453816,Long_Term,698,3266157,10+_years,Home_Mortgage,Buy_House,9853.02,16.7,61,6,0,225625,1093114,0,0
